scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	s223D_S86Sorted	s224D_S87Sorted	s225D_S88Sorted	s226D_S89Sorted	s227D_S90Sorted	s230D_S91Sorted	s232D_S92Sorted	s234D_S93Sorted	s235D_S94Sorted	s236D_S95Sorted	s237D_S9Sorted	s238D_S10Sorted	s239D_S96Sorted	s240D_S97Sorted	s241D_S98Sorted	s242D_S99Sorted	s243D_S100Sorted	s245D_S101Sorted	s246D_S102Sorted	s247D_S103Sorted	s248D_S104Sorted	s249D_S105Sorted	s250D_S106Sorted	s251D_S107Sorted	s252D_S108Sorted	s255D_S109Sorted	s256D_S110Sorted	s257D_S111Sorted	s258D_S112Sorted	s259D_S113Sorted	s260D_S114Sorted	s261D_S115Sorted	s262D_S116Sorted	s263D_S117Sorted	s264D_S118Sorted	s265D_S119Sorted	s266D_S120Sorted	s267D_S121Sorted	s268D_S122Sorted	s270D_S123Sorted	s271D_S124Sorted	s272D_S125Sorted	s273D_S126Sorted	s275D_S127Sorted	s276D_S128Sorted	s277D_S129Sorted	s278D_S130Sorted	s279D_S131Sorted	s280D_S132Sorted	s281D_S133Sorted	s282D_S134Sorted	s283D_S135Sorted	s284D_S136Sorted	s285D_S137Sorted	s286D_S138Sorted	s287D_S139Sorted	s288D_S140Sorted	s289D_S141Sorted	s290D_S142Sorted	s291D_S143Sorted	s292D_S144Sorted	s293D_S145Sorted	s294D_S146Sorted	s295D_S147Sorted	s296D_S148Sorted	s297D_S149Sorted	s298D_S150Sorted	s300D_S151Sorted	s301D_S152Sorted	s302D_S153Sorted	s303D_S154Sorted	s304D_S155Sorted	s340D_S14Sorted	s341D_S190Sorted	s342D_S191Sorted	s343D_S192Sorted	s344D_S193Sorted
masiManimba_contigs_simplified_Ribosomal_L17_1030164	96.5	Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	Ornithomonoglobus_A	Ornithomonoglobus_A sp934454215	0.0	0.0	0.0	0.0	0.0	0.0	1.0492753623188407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0231884057971015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.681547619047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_126997	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	0.0	0.0	0.6101010101010101	0.0	0.0	0.0	0.0	0.0	3.882828282828283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.824242424242424	0.0	0.0	0.0	2.8351893095768372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.929203539823009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_4319255	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp018918045	38.35531135531136	11.716783216783217	4.952861952861953	4.771929824561403	1.5964912280701755	0.0	0.0	22.297385620915033	0.0	18.69298245614035	0.0	1.6419354838709677	1.7251461988304093	10.74561403508772	1.5380116959064327	0.0	28.274626865671642	19.8875	1.3245614035087718	4.764505119453925	38.369369369369366	2.08187134502924	2.4064327485380117	1.3098591549295775	4.876132930513595	20.26492537313433	0.0	0.0	4.508771929824562	21.13061224489796	14.911854103343465	4.605263157894737	12.302919708029197	4.9035087719298245	2.7953216374269005	2.415204678362573	1.118942731277533	0.8567251461988304	7.7706766917293235	14.791489361702128	26.49221183800623	8.409356725146198	0.0	0.0	0.0	4.0265486725663715	9.54093567251462	0.8713450292397661	0.748	0.0	8.04	28.976377952755904	3.226950354609929	13.88599348534202	0.0	4.287937743190661	3.7982456140350878	0.6871345029239766	0.0	4.784232365145228	11.26608187134503	1.2777777777777777	1.1169590643274854	2.3310104529616726	1.9291338582677164	4.891608391608392	57.62573099415204	14.043859649122806	19.35546875	8.57057057057057	2.784232365145228	0.21637426900584794	4.059259259259259	0.0	9.836795252225519	0.0	4.377643504531722
masiManimba_contigs_simplified_Ribosomal_L17_3379223	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp003526845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4516129032258065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5483870967741935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_3395608	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp022775985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.811735941320293	0.0	25.280193236714975	0.0	15.695550351288055	4.591463414634147	0.0	11.394607843137255	0.0	46.34625322997416	35.893181818181816	0.0	0.0	73.90023201856148	0.0	0.0	2.25	10.133501259445843	0.0	0.0	18.103117505995204	2.2642276422764227	0.0	0.0	5.53781512605042	4.125	0.0	0.0	0.0	0.0	0.0	0.0	0.6178861788617886	68.20140515222482	0.0	0.0	3.216666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.720101781170483	0.0	0.0	0.0	0.5975609756097561	0.0	0.0	1.92901878914405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59882005899705	0.3313008130081301	0.0	0.0	0.0	0.0	2.046448087431694	0.0
masiManimba_contigs_simplified_Ribosomal_L17_440346	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	None	0.0	0.0	64.43511450381679	0.0	0.0	9.287841191066997	3.7540650406504064	25.265060240963855	0.0	0.0	0.0	29.755844155844155	9.582051282051282	73.42380952380952	6.444717444717445	0.0	17.415584415584416	26.254901960784313	15.597667638483966	0.0	0.0	0.5894428152492669	94.57073170731708	82.01933701657458	62.73900293255132	0.0	0.0	52.38383838383838	0.0	0.0	0.0	72.216	33.11666666666667	0.0	0.0	18.159817351598175	43.96604938271605	17.60681818181818	0.0	1.5447154471544715	0.0	0.42073170731707316	0.0	39.6	0.0	0.0	15.619918699186991	0.0	0.0	0.0	24.373456790123456	0.0	0.5386178861788617	4.578034682080925	0.0	0.0	0.0	54.91959798994975	0.0	73.20190023752969	0.0	52.20906801007557	0.0	23.487465181058496	69.16075650118204	0.10975609756097561	0.0	0.5982404692082112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.224032586558045	0.0
masiManimba_contigs_simplified_Ribosomal_L17_1091607	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Paralachnospira	Paralachnospira sp934351765	0.0	0.7728119180633147	0.0	0.9553072625698324	0.0	0.0	0.0	0.888268156424581	0.0	0.31843575418994413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035381750465549346	0.6681922196796338	0.9981378026070763	2.4700374531835205	0.7687366167023555	0.0	0.0	1.553648068669528	1.1098696461824953	0.0	1.2383612662942272	0.0	0.9906890130353817	0.0	0.0	0.0	0.0	0.0	1.7790697674418605	0.0	0.0	0.0	0.0	2.186219739292365	0.0297951582867784	0.0	0.24767225325884543	0.6666666666666666	2.0170454545454546	0.0	0.0	0.0	0.0	0.0	0.0	0.4934823091247672	0.0	0.0	0.5437616387337058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9124767225325885	1.054003724394786	0.0	1.6778398510242085	0.0186219739292365	0.0	0.0	0.957169459962756	0.0	0.0	0.0	0.0	0.38733705772811916	0.0
masiManimba_contigs_simplified_Ribosomal_L17_1177632	97.6	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	None	0.0	0.5996055226824457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5956607495069034	0.47731755424063116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.136094674556213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10650887573964497	2.748299319727891	0.0	0.0	0.0	0.0	0.0	0.0	0.4832347140039448	1.8757396449704142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7751479289940828	0.0	0.0	0.0	0.33925049309664695	0.0	0.0	5.994623655913978	0.0	0.0	0.0	1.280078895463511	0.0	1.1913214990138068	0.0	0.0	0.0	0.0	0.0	0.4911242603550296	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_2318369	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	None	0.0	0.0	0.0	0.0	0.0	3.2154696132596685	4.8277310924369745	1.9834254143646408	2.734806629834254	1.1583793738489871	0.0	2.6505681818181817	0.0	0.4972375690607735	1.281767955801105	0.0	0.0	0.0	2.766114180478821	0.0	1.302025782688766	0.992633517495396	0.852670349907919	0.0	2.721311475409836	0.5646766169154229	0.0	1.2136279926335174	0.0	0.0	8.243956043956043	0.0	0.0	1.3922651933701657	2.455252918287938	1.4475138121546962	1.9042357274401474	0.0	0.9783783783783784	15.447941888619855	1.746031746031746	0.0	0.0	1.2656587473002159	1.6458333333333333	0.0	0.0	4.626666666666667	0.0	1.0092081031307552	0.0	1.4751381215469612	3.8434622467771637	0.0	0.0	0.0	1.5101289134438305	1.4508670520231215	2.04375	0.0	0.0	0.0	0.0	0.0	0.0	17.711496746203906	0.0	3.8841121495327102	0.0	3.174953959484346	0.0	0.0	0.0	6.111969111969112	1.014732965009208	1.5376782077393076	0.0
masiManimba_contigs_simplified_Ribosomal_L17_1280033	100.0	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	VUNA01	None	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0876623376623376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6846473029045643	0.0	0.0	0.0	0.0	5.96	0.0	0.0	3.279850746268657	0.0	12.210526315789474	0.0	0.0	0.0	1.3538011695906433	6.707236842105263	16.085972850678733	0.0	14.915584415584416	0.0	0.0	0.0	0.0	2.4210526315789473	0.0	0.0	0.0	4.256505576208179	6.213450292397661	0.0	3.114114114114114	0.0	4.927927927927928	0.0	0.0	0.0	0.0	61.687687687687685	0.0	0.0	0.0	0.0	0.0	16.914473684210527	15.970588235294118	0.0	0.0	4.0823170731707314	0.0	0.0	0.0	0.0	0.0	3.8625730994152048
masiManimba_contigs_simplified_Ribosomal_L17_278560	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	None	0.0	0.0	0.0	2.4645669291338583	0.0	0.0	0.0	38.0	0.0	0.0	1.4252873563218391	0.0	0.0	0.0	0.0	0.0	0.0	15.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3787878787878788	0.0	0.0	0.0	0.0	0.0	0.0	2.765151515151515	0.0	0.0	0.6060606060606061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9924242424242424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4242424242424243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_190500	99.3	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAKSQF01	CAKSQF01 sp934486825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8368794326241135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8794326241134752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.411910669975186	0.0	0.0	0.0	0.0	0.06619385342789598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8865248226950355	0.0	0.0	0.0	0.0	0.0	0.0	0.3215130023640662	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_2926635	100.0	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA6984	None	0.0	0.0	0.0	1.1515151515151516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9837837837837835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0262529832935563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8531468531468533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.878238341968913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_1120299	100.0	Bacteria	Bacillota_A	Clostridia	UMGS1810	UMGS1810	NSJ-50	NSJ-50 sp014385105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38497652582159625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1169590643274854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8070175438596491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
masiManimba_contigs_simplified_Ribosomal_L17_2033709	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS911	UMGS911 sp900546695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.771863117870723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.312280701754386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3361702127659574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
